productType,productName,price,url,description,terrain,abilityLevel,rockerType,turningRadius,tailType,materials,warranty
Ski,Armada ARV 88 Skis 2024,$549.95,https://www.evo.com/skis/armada-arv-88,"Expand your definition of what's possible in the park with the Armada ARV 88 Skis. A poplar core, camber underfoot, and classic Armada flex and style make it a formidable park beast that gets down and dirty with all types of features. w3Dgewall sidewall construction beefs up durability, and an ash insert underneath the bindings reinforces an especially vulnerable area so you can go into the day with confidence your gear will hold up. Whether you're jumping metal balls or hitting threes, even falls will be fun on the Armada ARV 88 Skis.",Park & Pipe,Intermediate-Advanced,Rocker/Camber/Rocker,Medium,Full Twin Tip,Wood,2 Years
Ski,Black Crows Atris Birdie Skis - Women's 2024,$899.95,https://www.evo.com/skis/black-crows-atris-birdie-womens,"The big mountain weapon of choice for many an elite level freerider, the Black Crows Atris Birdie Skis are back unchanged since last season's move to a 105mm waist, and just as potent when the going gets steep, deep and gnarly. A uniquely versatile shape blends big mountain stability with the option to pivot on a dime (or a centime) when you really need to in tight quarters, which goes a long way to explaining the popularity of the Atris skis. If you haven't tried it, get on an Atris Birdie and see what all the flap is about, you won't be disappointed.","All-Mountain, Big Mountain",Intermediate-Advanced,Rocker/Camber/Rocker,Medium,Partial Twin Tip,Wood,2 Years
Ski,Armada ARV 100 Skis 2024,$699.95,https://www.evo.com/skis/armada-arv-100,"From the park to the pow, the Armada ARV 100 Skis are designed to be a twin tip, double duty crusher. Equipped with W3Dgewall sidewall construction, these mid-wide baddies are durable enough to smash some rails and slide into that untouched park adjacent pow run on the ride out. Their Caruba core keeps things light and floaty, and Armada's classic buttery flex gives them a smooth and easy to maneuver ride.","Park & Pipe, All-Mountain",Intermediate-Advanced,Rocker/Camber/Rocker,Medium,Full Twin Tip,Wood,2 Years
Ski,Völkl Deacon Junior Skis ​+ 7.0 vMotion Jr Bindings - Kids' 2024,$299.99,https://www.evo.com/ski-packages/volkl-deacon-junior-skis-70-vmotion-jr-bindings-kids,"The Völkl Deacon Junior Skis + 7.0 vMotion Jr Bindings are an ideal platform for kids learning the basics of edge control and turning on demand. Based on the acclaimed Deacon frontside lineup, the Deacon Junior features a lighter composite core and softer torsional flex to make every turn a delight.",All-Mountain,Beginner-Intermediate,Rocker/Camber,Short,Flat,Composite,1 Year
Ski,Völkl Deacon Junior Skis ​+ 4.5 vMotion Jr Bindings - Kids' 2024,$269.99,https://www.evo.com/ski-packages/volkl-deacon-junior-skis-45-vmotion-jr-bindings-kids,"The Völkl Deacon Junior Skis + 4.5 vMotion Jr Bindings are a great way to introduce your young ripper to the slopes and save yourself the hassle of standing in the rental line week after week. This setup is easy for smaller skiers to get along with and built with tough, durable materials.",All-Mountain,Beginner-Intermediate,Rocker/Camber,Short,Flat,Composite,1 Year
Ski,Völkl Revolt Jr Wasp Skis ​+ vMotion 4.5 GW Bindings - Kids' 2024,$329.99,https://www.evo.com/ski-packages/volkl-revolt-jr-wasp-skis-vmotion-45-gw-bindings-kids,"Your kid will be buzzing with the excitement of skiing after just a few turns on the Völkl Revolt Jr Wasp Skis + vMotion 4.5 GW Bindings, and rightly so. Classic Völkl quality, a real wood core, and a directional twin shape that will go either way with ease make this one of the best kids' packages available.",All-Mountain,Beginner-Intermediate,Rocker/Camber/Rocker,Short,Partial Twin Tip,Wood,1 Year
Ski,Völkl Revolt 86 Scorpion Skis - Kids' 2024,$399.99,https://www.evo.com/skis/volkl-revolt-86-scorpion-kids,"The Völkl Revolt 86 Scorpion is that unicorn ride that lets you have it all - a viable all-mountain ride for those mandatory laps with the fam and a true twin tip rocker profile for sending it in the park with your buds. Völkl puts their stamp of quality on this ski, laying it up with a real Mulitlayer Woodcore for pop and performance and a Cap Sidewall for durability. When you're looking for all-mountain freestyle versatility for a smaller human, this ski has no equal and rocks the ""stinger"" to prove it.","Park & Pipe, All-Mountain",Intermediate-Advanced,Rocker/Camber/Rocker,Medium,Full Twin Tip,Wood,1 Year
Ski,Völkl M6 Mantra Skis 2024,$749.99,https://www.evo.com/skis/volkl-m6-mantra,"Long the standard by which high performance all-mountain skis are gauged, the Völkl M6 Mantra Skis haven't lost a step as they've evolved - rather they continue to get more and more versatile without giving up the tenacious ability to hold an edge and scribe a precise turn they've always had. This season's M6 continues to walk the walk with its Tailored Titanal Frame and Tailored Carbon Tip construction, leaving it up to you to put it through its paces.",All-Mountain,Advanced-Expert,Rocker/Camber/Rocker,Medium,Partial Twin Tip,"Carbon, Metal, Wood",1 Year
Ski,Völkl Revolt Jr Hopper Skis ​+ vMotion 7.0 GW Bindings - Kids' 2024,$349.99,https://www.evo.com/ski-packages/volkl-revolt-jr-hopper-skis-vmotion-70-gw-bindings-kids,"Völkl, always a leader in building quality kids' skis, leads the way again with the Völkl Revolt Jr Hopper Skis + vMotion 7.0 GW Bindings. An all-mountain design with freestyle flair, the Revolt Jr features a wood core, directional twin tip shape, and classic Völkl quality.",All-Mountain,Beginner-Intermediate,Rocker/Camber/Rocker,Short,Partial Twin Tip,Wood,1 Year
Ski,Völkl Revolt Jr Wasp Skis ​+ vMotion 7.0 GW Bindings - Kids' 2024,$349.99,https://www.evo.com/ski-packages/volkl-revolt-jr-wasp-skis-vmotion-70-gw-bindings-kids,"Your kid will be buzzing with the excitement of skiing after just a few turns on the Völkl Revolt Jr Wasp Skis + vMotion 7.0 GW Bindings, and rightly so. Classic Völkl quality, a real wood core, and a directional twin shape that will go either way with ease make this one of the best kids' packages available.",All-Mountain,Beginner-Intermediate,Rocker/Camber/Rocker,Short,Partial Twin Tip,Wood,1 Year
Ski,Völkl Revolt Jr Hopper Skis ​+ vMotion 4.5 GW Bindings - Kids' 2024,$329.99,https://www.evo.com/ski-packages/volkl-revolt-jr-hopper-skis-vmotion-45-gw-bindings-kids,"Völkl, always a leader in building quality kids' skis, leads the way again with the Völkl Revolt Jr Hopper Skis + vMotion 4.5 GW Bindings. An all-mountain design with freestyle flair, the Revolt Jr features a wood core, direciional twin tip shape, and classic Völkl quality.",All-Mountain,Beginner-Intermediate,Rocker/Camber/Rocker,Short,Partial Twin Tip,Wood,1 Year
Ski,Armada Locator 88 Skis 2023,$649.95,https://www.evo.com/skis/armada-locator-88,"Well it's finally happened. The company known for making super fat freestyle skis has gone and make a made one for the ultralight tourists. The Armada Locator 88 Skis are are true volcano skis, as we call them in the PNW. They're crazy light, super nimble, and built to fly up the skin track. They eat kick turns for breakfast, and for lunch they feast on fresh corn snow. But these things are way more than just an uphill tool. After all, why fly up to the top if you can't have as much fun as possible flying back down to the bottom? These slim sticks are made with a sturdy flex, slightly tapered tips, and just a bit of tip rocker, so you can be hooting and hollering the whole way down, after you effortlessly glide the whole way up.",Alpine Touring,Advanced-Expert,Rocker/Camber,Medium,Flat,"Carbon, Metal, Wood",2 Years
